Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,Country,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2013-124667,2013-11-12,2013-11-17,Standard Class,Bryan Davis,Consumer,United States,New York City,New York,East,Office Supplies,Storage,Safco Steel Mobile File Cart,83.36,1,0.0,20.84
CA-2012-111094,2012-07-09,2012-07-13,Standard Class,Claudia Bergmann,Corporate,United States,Franklin,Massachusetts,East,Office Supplies,Paper,Tops Wirebound Message Log Books,6.58,2,0.0,3.0268
CA-2012-111094,2012-07-09,2012-07-13,Standard Class,Claudia Bergmann,Corporate,United States,Franklin,Massachusetts,East,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",122.94,3,0.0,59.0112
CA-2014-166317,2014-09-23,2014-09-27,Standard Class,Jim Epp,Corporate,United States,Milwaukee,Wisconsin,Central,Office Supplies,Paper,Xerox 1940,219.84,4,0.0,107.7216
CA-2014-166317,2014-09-23,2014-09-27,Standard Class,Jim Epp,Corporate,United States,Milwaukee,Wisconsin,Central,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,98.16,6,0.0,9.816
CA-2014-166317,2014-09-23,2014-09-27,Standard Class,Jim Epp,Corporate,United States,Milwaukee,Wisconsin,Central,Office Supplies,Binders,ACCOHIDE Binder by Acco,33.04,8,0.0,15.5288
CA-2014-166317,2014-09-23,2014-09-27,Standard Class,Jim Epp,Corporate,United States,Milwaukee,Wisconsin,Central,Technology,Phones,AT&T CL82213,86.97,3,0.0,25.2213
CA-2012-154326,2012-02-15,2012-02-19,Standard Class,Roy Phan,Corporate,United States,Kenosha,Wisconsin,Central,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,134.97,3,0.0,64.7856
CA-2012-154326,2012-02-15,2012-02-19,Standard Class,Roy Phan,Corporate,United States,Kenosha,Wisconsin,Central,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),699.98,2,0.0,195.9944
CA-2012-154326,2012-02-15,2012-02-19,Standard Class,Roy Phan,Corporate,United States,Kenosha,Wisconsin,Central,Technology,Accessories,Maxell�LTO Ultrium - 800 GB,139.95,5,0.0,26.5905
CA-2011-102008,2011-09-30,2011-10-04,Standard Class,Russell Applegate,Consumer,United States,New York City,New York,East,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,48.94,1,0.0,24.47
CA-2011-120474,2011-12-01,2011-12-03,First Class,Resi P�lking,Consumer,United States,Madison,Wisconsin,Central,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,2807.84,8,0.0,673.8816
CA-2011-120474,2011-12-01,2011-12-03,First Class,Resi P�lking,Consumer,United States,Madison,Wisconsin,Central,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",46.64,4,0.0,12.5928
CA-2011-104773,2011-12-08,2011-12-13,Standard Class,Thomas Boland,Corporate,United States,Houston,Texas,Central,Office Supplies,Storage,"Companion Letter/Legal File, Black",60.416,2,0.2,6.0416
CA-2013-140774,2013-09-06,2013-09-11,Standard Class,Brad Eason,Home Office,United States,Olathe,Kansas,Central,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,107.94,3,0.0,26.985
US-2014-139465,2014-08-28,2014-08-31,First Class,Mathew Reese,Home Office,United States,New York City,New York,East,Office Supplies,Storage,Iris Project Case,63.84,8,0.0,16.5984
US-2014-139465,2014-08-28,2014-08-31,First Class,Mathew Reese,Home Office,United States,New York City,New York,East,Technology,Phones,GE 30522EE2,347.97,3,0.0,100.9113
US-2014-139465,2014-08-28,2014-08-31,First Class,Mathew Reese,Home Office,United States,New York City,New York,East,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,37.008,6,0.2,11.565
CA-2013-100965,2013-07-08,2013-07-12,Standard Class,Raymond Messe,Consumer,United States,San Jose,California,West,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",215.65,5,0.0,73.321
CA-2013-121034,2013-08-09,2013-08-11,Second Class,Jill Fjeld,Consumer,United States,Dallas,Texas,Central,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,11.168,4,0.2,3.6296
CA-2013-121034,2013-08-09,2013-08-11,Second Class,Jill Fjeld,Consumer,United States,Dallas,Texas,Central,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",53.952,3,0.2,17.5344
CA-2013-149461,2013-11-14,2013-11-20,Standard Class,Adrian Shami,Home Office,United States,Auburn,Washington,West,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",4.18,1,0.0,1.5048
CA-2014-158379,2014-09-23,2014-09-27,Second Class,Joseph Airdo,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Clear Mylar Reinforcing Strips,5.607,1,0.7,-4.2987
CA-2014-158379,2014-09-23,2014-09-27,Second Class,Joseph Airdo,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,4663.736,7,0.2,-1049.3406
CA-2014-158379,2014-09-23,2014-09-27,Second Class,Joseph Airdo,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,Logitech Wireless Marathon Mouse M705,79.984,2,0.2,22.9954
US-2013-116729,2013-12-26,2013-12-29,First Class,Grace Kelly,Corporate,United States,Los Angeles,California,West,Technology,Phones,Samsung Galaxy Note 2,2575.944,7,0.2,257.5944
US-2013-116729,2013-12-26,2013-12-29,First Class,Grace Kelly,Corporate,United States,Los Angeles,California,West,Office Supplies,Paper,Xerox 225,45.36,7,0.0,21.7728
US-2013-116729,2013-12-26,2013-12-29,First Class,Grace Kelly,Corporate,United States,Los Angeles,California,West,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,254.24,7,0.0,76.272
CA-2013-164938,2013-02-11,2013-02-13,First Class,Phillip Breyer,Corporate,United States,Tulsa,Oklahoma,Central,Technology,Phones,Mediabridge Sport Armband iPhone 5s,69.93,7,0.0,0.6993
CA-2013-165484,2013-10-24,2013-10-30,Standard Class,Heather Kirkland,Corporate,United States,Chicago,Illinois,Central,Furniture,Furnishings,DAX Cubicle Frames - 8x10,16.156,7,0.6,-12.117
CA-2013-165484,2013-10-24,2013-10-30,Standard Class,Heather Kirkland,Corporate,United States,Chicago,Illinois,Central,Office Supplies,Paper,Xerox 1929,54.816,3,0.2,17.8152
CA-2011-132612,2011-06-09,2011-06-11,Second Class,Frank Olsen,Consumer,United States,Harrisonburg,Virginia,South,Furniture,Tables,Bevis 44 x 96 Conference Tables,1441.3,7,0.0,245.021
US-2014-161193,2014-11-21,2014-11-27,Standard Class,Brian Thompson,Consumer,United States,Newark,Ohio,East,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,5,0.2,28.13
US-2014-161193,2014-11-21,2014-11-27,Standard Class,Brian Thompson,Consumer,United States,Newark,Ohio,East,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",4.656,2,0.2,1.5714
CA-2012-131597,2012-09-14,2012-09-18,Standard Class,Stefania Perrino,Corporate,United States,Los Angeles,California,West,Furniture,Tables,KI Conference Tables,170.136,3,0.2,-8.5068
CA-2012-164833,2012-06-04,2012-06-04,Same Day,Lauren Leatherbury,Consumer,United States,Seattle,Washington,West,Office Supplies,Labels,Avery 501,7.38,2,0.0,3.4686
CA-2012-164833,2012-06-04,2012-06-04,Same Day,Lauren Leatherbury,Consumer,United States,Seattle,Washington,West,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",9.26,2,0.0,3.0558
CA-2012-125423,2012-12-13,2012-12-15,Second Class,Matt Collins,Consumer,United States,Los Angeles,California,West,Office Supplies,Labels,Avery 513,9.96,2,0.0,4.5816
US-2011-130379,2011-05-25,2011-05-29,Standard Class,Janet Lee,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Appliances,Harmony Air Purifier,75.6,2,0.8,-166.32
US-2011-130379,2011-05-25,2011-05-29,Standard Class,Janet Lee,Consumer,United States,Chicago,Illinois,Central,Furniture,Furnishings,"Electrix Incandescent Magnifying Lamp, Black",29.32,2,0.6,-24.189
CA-2013-168956,2013-02-16,2013-02-20,Standard Class,Erin Ashbrook,Corporate,United States,Chicago,Illinois,Central,Office Supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,92.064,6,0.8,-225.5568
CA-2013-168956,2013-02-16,2013-02-20,Standard Class,Erin Ashbrook,Corporate,United States,Chicago,Illinois,Central,Office Supplies,Fasteners,Advantus Push Pins,6.976,4,0.2,1.8312
CA-2013-168956,2013-02-16,2013-02-20,Standard Class,Erin Ashbrook,Corporate,United States,Chicago,Illinois,Central,Furniture,Chairs,"Global Stack Chair with Arms, Black",62.958,3,0.3,-2.6982
CA-2013-168956,2013-02-16,2013-02-20,Standard Class,Erin Ashbrook,Corporate,United States,Chicago,Illinois,Central,Office Supplies,Paper,Xerox 206,5.184,1,0.2,1.8144
CA-2013-167507,2013-12-23,2013-12-29,Standard Class,Sue Ann Reed,Consumer,United States,Redmond,Oregon,West,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",31.32,10,0.7,-25.056
CA-2013-167507,2013-12-23,2013-12-29,Standard Class,Sue Ann Reed,Consumer,United States,Redmond,Oregon,West,Furniture,Furnishings,3M Hangers With Command Adhesive,11.84,4,0.2,3.108
CA-2013-167507,2013-12-23,2013-12-29,Standard Class,Sue Ann Reed,Consumer,United States,Redmond,Oregon,West,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",22.784,1,0.2,4.8416
CA-2013-109344,2013-02-08,2013-02-11,Second Class,Cathy Hwang,Home Office,United States,Raleigh,North Carolina,South,Technology,Phones,Samsung Galaxy S4 Mini,1127.976,3,0.2,126.8973
US-2012-140851,2012-07-13,2012-07-15,Second Class,Neil Ducich,Corporate,United States,Macon,Georgia,South,Office Supplies,Paper,Xerox 1931,38.88,6,0.0,18.6624
CA-2011-103373,2011-05-18,2011-05-24,Standard Class,Bruce Stewart,Consumer,United States,Cleveland,Ohio,East,Technology,Phones,Apple iPhone 5,779.796,2,0.4,-168.9558
CA-2014-145884,2014-10-22,2014-10-22,Same Day,Sara Luxemburg,Home Office,United States,Muskogee,Oklahoma,Central,Technology,Phones,Polycom VVX 310 VoIP phone,1439.92,8,0.0,374.3792
CA-2014-145884,2014-10-22,2014-10-22,Same Day,Sara Luxemburg,Home Office,United States,Muskogee,Oklahoma,Central,Furniture,Tables,Bevis Boat-Shaped Conference Table,262.11,1,0.0,62.9064
CA-2012-131422,2012-11-05,2012-11-09,Standard Class,George Bell,Corporate,United States,Monroe,North Carolina,South,Furniture,Chairs,Harbour Creations Steel Folding Chair,207.0,3,0.2,25.875
CA-2014-162691,2014-08-02,2014-08-08,Standard Class,Aaron Smayling,Corporate,United States,Austin,Texas,Central,Technology,Machines,Bady BDG101FRU Card Printer,1439.982,3,0.4,-263.9967
CA-2014-162691,2014-08-02,2014-08-08,Standard Class,Aaron Smayling,Corporate,United States,Austin,Texas,Central,Office Supplies,Paper,Xerox 1998,36.288,7,0.2,12.7008
CA-2011-141278,2011-06-21,2011-06-24,First Class,Raymond Messe,Consumer,United States,Meriden,Connecticut,East,Office Supplies,Art,Newell 341,21.4,5,0.0,6.206
CA-2014-122693,2014-02-20,2014-02-22,Second Class,Nicole Hansen,Corporate,United States,Roswell,Georgia,South,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,1245.86,7,0.0,361.2994
CA-2011-117345,2011-08-01,2011-08-05,Standard Class,Barbara Fisher,Corporate,United States,Charlotte,North Carolina,South,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,17.544,3,0.2,5.9211
CA-2011-117345,2011-08-01,2011-08-05,Standard Class,Barbara Fisher,Corporate,United States,Charlotte,North Carolina,South,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,44.128,4,0.2,12.1352
CA-2011-117345,2011-08-01,2011-08-05,Standard Class,Barbara Fisher,Corporate,United States,Charlotte,North Carolina,South,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,62.92,1,0.2,10.2245
CA-2011-117345,2011-08-01,2011-08-05,Standard Class,Barbara Fisher,Corporate,United States,Charlotte,North Carolina,South,Office Supplies,Paper,Xerox 1916,78.304,2,0.2,29.364
CA-2013-157763,2013-07-19,2013-07-24,Standard Class,Katharine Harms,Corporate,United States,Bowling Green,Kentucky,South,Furniture,Chairs,Hon Olson Stacker Stools,140.81,1,0.0,39.4268
CA-2012-135391,2012-02-09,2012-02-11,Second Class,Frank Atkinson,Corporate,United States,San Antonio,Texas,Central,Office Supplies,Labels,Round Specialty Laser Printer Labels,40.096,4,0.2,13.5324
CA-2012-135391,2012-02-09,2012-02-11,Second Class,Frank Atkinson,Corporate,United States,San Antonio,Texas,Central,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",40.784,2,0.6,-30.588
US-2014-113852,2014-07-30,2014-08-03,Standard Class,Giulietta Weimer,Consumer,United States,Seattle,Washington,West,Technology,Accessories,Imation�8GB Mini TravelDrive USB 2.0�Flash Drive,90.57,3,0.0,11.7741
US-2014-158512,2014-01-13,2014-01-18,Second Class,Dianna Arnett,Home Office,United States,Washington,District of Columbia,East,Office Supplies,Paper,Xerox 195,40.08,6,0.0,19.2384
US-2014-158512,2014-01-13,2014-01-18,Second Class,Dianna Arnett,Home Office,United States,Washington,District of Columbia,East,Furniture,Furnishings,Flat Face Poster Frame,37.68,2,0.0,15.8256
CA-2014-128370,2014-09-11,2014-09-11,Same Day,Frank Hawley,Corporate,United States,Los Angeles,California,West,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,362.352,3,0.2,27.1764
CA-2014-128370,2014-09-11,2014-09-11,Same Day,Frank Hawley,Corporate,United States,Los Angeles,California,West,Office Supplies,Binders,Avery Non-Stick Binders,7.184,2,0.2,2.245
CA-2012-160472,2012-07-20,2012-07-25,Second Class,Ralph Kennedy,Consumer,United States,South Bend,Indiana,Central,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",34.76,1,0.0,9.7328
CA-2012-160472,2012-07-20,2012-07-25,Second Class,Ralph Kennedy,Consumer,United States,South Bend,Indiana,Central,Technology,Accessories,Imation Bio 8GB USB�Flash Drive Imation�Corp,831.2,5,0.0,124.68
CA-2012-160472,2012-07-20,2012-07-25,Second Class,Ralph Kennedy,Consumer,United States,South Bend,Indiana,Central,Office Supplies,Paper,Xerox 1981,26.4,5,0.0,11.88
CA-2012-160472,2012-07-20,2012-07-25,Second Class,Ralph Kennedy,Consumer,United States,South Bend,Indiana,Central,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",106.75,7,0.0,49.105
CA-2012-160472,2012-07-20,2012-07-25,Second Class,Ralph Kennedy,Consumer,United States,South Bend,Indiana,Central,Office Supplies,Paper,Tops White Computer Printout Paper,97.82,2,0.0,45.9754
CA-2012-160472,2012-07-20,2012-07-25,Second Class,Ralph Kennedy,Consumer,United States,South Bend,Indiana,Central,Office Supplies,Storage,Eldon Portable Mobile Manager,141.4,5,0.0,38.178
CA-2011-114643,2011-06-13,2011-06-17,Standard Class,Filia McAdams,Corporate,United States,Los Angeles,California,West,Office Supplies,Art,Staples,14.52,3,0.0,4.7916
US-2014-158218,2014-05-13,2014-05-16,Second Class,Alyssa Crouse,Corporate,United States,Houston,Texas,Central,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,127.92,5,0.2,-15.99
US-2014-158218,2014-05-13,2014-05-16,Second Class,Alyssa Crouse,Corporate,United States,Houston,Texas,Central,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",34.24,4,0.8,-53.072
CA-2012-121608,2012-09-03,2012-09-05,First Class,Jennifer Braxton,Corporate,United States,Bristol,Connecticut,East,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",137.62,2,0.0,60.5528
CA-2012-121608,2012-09-03,2012-09-05,First Class,Jennifer Braxton,Corporate,United States,Bristol,Connecticut,East,Technology,Phones,Classic Ivory Antique�Telephone�ZL1810,100.49,1,0.0,25.1225
US-2014-121251,2014-03-27,2014-03-28,First Class,Gary McGarr,Consumer,United States,New York City,New York,East,Furniture,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",257.568,2,0.2,-28.9764
US-2014-121251,2014-03-27,2014-03-28,First Class,Gary McGarr,Consumer,United States,New York City,New York,East,Technology,Phones,Nokia Lumia 521 (T-Mobile),119.96,4,0.0,33.5888
CA-2011-151078,2011-11-12,2011-11-12,Same Day,Roy Franz�sisch,Consumer,United States,San Antonio,Texas,Central,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",49.632,4,0.2,4.9632
US-2013-100839,2013-10-14,2013-10-18,Standard Class,Noah Childs,Corporate,United States,Aurora,Colorado,West,Furniture,Tables,Hon 5100 Series Wood Tables,727.45,5,0.5,-465.568
US-2013-100839,2013-10-14,2013-10-18,Standard Class,Noah Childs,Corporate,United States,Aurora,Colorado,West,Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",24.96,3,0.2,4.368
US-2014-116659,2014-11-13,2014-11-13,Same Day,Nat Gilpin,Corporate,United States,Newark,Ohio,East,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone,370.782,3,0.4,-92.6955
CA-2014-118857,2014-04-16,2014-04-19,First Class,Adam Hart,Corporate,United States,Henderson,Nevada,West,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",196.45,5,0.0,70.722
CA-2012-127110,2012-06-25,2012-07-01,Standard Class,Cathy Hwang,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Xerox 211,31.104,6,0.2,10.8864
CA-2012-127110,2012-06-25,2012-07-01,Standard Class,Cathy Hwang,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Tennsco Industrial Shelving,78.256,2,0.2,-17.6076
CA-2013-148201,2013-08-27,2013-08-30,Second Class,Charles Crestani,Consumer,United States,Seattle,Washington,West,Office Supplies,Paper,Xerox 1931,6.48,1,0.0,3.1104
CA-2011-116932,2011-07-21,2011-07-25,Standard Class,Michelle Ellison,Corporate,United States,San Francisco,California,West,Office Supplies,Art,Newell 334,99.2,5,0.0,25.792
CA-2011-116932,2011-07-21,2011-07-25,Standard Class,Michelle Ellison,Corporate,United States,San Francisco,California,West,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,801.568,2,0.2,50.098
CA-2011-116932,2011-07-21,2011-07-25,Standard Class,Michelle Ellison,Corporate,United States,San Francisco,California,West,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",272.848,1,0.2,27.2848
CA-2014-142888,2014-11-22,2014-11-26,Standard Class,Benjamin Patterson,Consumer,United States,Spokane,Washington,West,Furniture,Tables,Safco Drafting Table,70.98,1,0.0,20.5842
CA-2011-147914,2011-06-04,2011-06-09,Standard Class,Mark Packer,Home Office,United States,Columbus,Ohio,East,Office Supplies,Paper,Staples,16.224,2,0.2,5.8812
US-2013-112977,2013-03-11,2013-03-17,Standard Class,Caroline Jumper,Consumer,United States,Long Beach,New York,East,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,176.784,1,0.2,-22.098
CA-2014-112039,2014-03-26,2014-03-30,Standard Class,John Castell,Consumer,United States,San Antonio,Texas,Central,Technology,Phones,Panasonic KX-TG9471B,470.376,3,0.2,47.0376
CA-2014-118885,2014-12-30,2015-01-03,Standard Class,James Galang,Consumer,United States,Los Angeles,California,West,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",393.568,4,0.2,-44.2764
CA-2014-118885,2014-12-30,2015-01-03,Standard Class,James Galang,Consumer,United States,Los Angeles,California,West,Technology,Phones,Adtran 1202752G1,302.376,3,0.2,22.6782
US-2014-166611,2014-03-29,2014-04-03,Standard Class,Cyma Kinney,Corporate,United States,Jacksonville,Florida,South,Office Supplies,Binders,Canvas Sectional Post Binders,68.742,9,0.7,-48.1194
CA-2012-109512,2012-03-05,2012-03-05,Same Day,Luke Foster,Consumer,United States,New York City,New York,East,Office Supplies,Envelopes,Staples,29.34,3,0.0,14.67
CA-2012-109512,2012-03-05,2012-03-05,Same Day,Luke Foster,Consumer,United States,New York City,New York,East,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",383.607,7,0.1,63.9345
CA-2012-109512,2012-03-05,2012-03-05,Same Day,Luke Foster,Consumer,United States,New York City,New York,East,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",563.4,4,0.0,67.608
CA-2013-118570,2013-11-14,2013-11-18,Standard Class,Chuck Clark,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,White Computer Printout Paper by Universal,217.056,7,0.2,78.6828
CA-2014-154718,2014-01-20,2014-01-24,Second Class,Dan Lawera,Consumer,United States,Keller,Texas,Central,Office Supplies,Labels,Avery 510,6.0,2,0.2,2.1
CA-2013-147578,2013-04-23,2013-04-27,Second Class,Paul Gonzalez,Consumer,United States,San Francisco,California,West,Furniture,Furnishings,Ultra Door Pull Handle,31.56,3,0.0,10.4148
CA-2011-140165,2011-05-13,2011-05-15,First Class,Erica Hernandez,Home Office,United States,Hialeah,Florida,South,Office Supplies,Fasteners,Staples,7.104,2,0.2,2.3976
CA-2011-140165,2011-05-13,2011-05-15,First Class,Erica Hernandez,Home Office,United States,Hialeah,Florida,South,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,398.352,8,0.7,-331.96
CA-2011-142587,2011-10-21,2011-10-22,First Class,Tracy Blumstein,Consumer,United States,Fairfield,Ohio,East,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,121.792,4,0.2,13.7016
CA-2011-142587,2011-10-21,2011-10-22,First Class,Tracy Blumstein,Consumer,United States,Fairfield,Ohio,East,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",409.59,3,0.4,-122.877
CA-2011-157623,2011-03-14,2011-03-18,Standard Class,Dean Katz,Corporate,United States,Huntington Beach,California,West,Office Supplies,Paper,Xerox 1972,10.56,2,0.0,4.752
CA-2011-157623,2011-03-14,2011-03-18,Standard Class,Dean Katz,Corporate,United States,Huntington Beach,California,West,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,3.38,1,0.0,1.2506
CA-2014-145310,2014-12-23,2014-12-25,Second Class,Jeremy Pistek,Consumer,United States,Port Orange,Florida,South,Office Supplies,Envelopes,Staples,7.824,1,0.2,2.934
CA-2013-100083,2013-11-25,2013-11-30,Standard Class,Carol Darley,Consumer,United States,Medford,Oregon,West,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",24.784,1,0.2,7.745
US-2014-108063,2014-12-03,2014-12-06,First Class,Adam Shillingsburg,Consumer,United States,Charlottesville,Virginia,South,Office Supplies,Art,Newell 309,34.65,3,0.0,10.395
CA-2012-109197,2012-12-31,2013-01-04,Standard Class,Jas O'Carroll,Consumer,United States,Missoula,Montana,West,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,487.984,2,0.2,152.495
CA-2014-141789,2014-10-04,2014-10-07,First Class,Amy Cox,Consumer,United States,Minneapolis,Minnesota,Central,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1793.98,2,0.0,843.1706
CA-2011-169775,2011-08-29,2011-09-02,Second Class,Ryan Akin,Consumer,United States,Miami,Florida,South,Office Supplies,Envelopes,Jiffy Padded Mailers with Self-Seal Closure,29.808,2,0.2,10.8054
CA-2011-169775,2011-08-29,2011-09-02,Second Class,Ryan Akin,Consumer,United States,Miami,Florida,South,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,505.176,4,0.7,-336.784
CA-2011-169775,2011-08-29,2011-09-02,Second Class,Ryan Akin,Consumer,United States,Miami,Florida,South,Furniture,Tables,Balt Solid Wood Rectangular Table,174.0585,3,0.45,-110.7645
CA-2013-140543,2013-06-30,2013-07-04,Second Class,Corey-Lock,Consumer,United States,Florence,South Carolina,South,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,191.88,6,0.0,19.188
CA-2013-151141,2013-08-21,2013-08-24,First Class,Dianna Wilson,Home Office,United States,Detroit,Michigan,Central,Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",14.78,2,0.0,3.9906
CA-2014-167094,2014-10-22,2014-10-23,First Class,Damala Kotsonis,Corporate,United States,Springfield,Oregon,West,Office Supplies,Paper,Xerox 218,5.184,1,0.2,1.8144
CA-2014-167094,2014-10-22,2014-10-23,First Class,Damala Kotsonis,Corporate,United States,Springfield,Oregon,West,Furniture,Chairs,Global Comet Stacking Armless Chair,478.48,2,0.2,47.848
CA-2014-167094,2014-10-22,2014-10-23,First Class,Damala Kotsonis,Corporate,United States,Springfield,Oregon,West,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,28.4,2,0.2,6.745
CA-2014-154410,2014-10-22,2014-10-25,First Class,Michael Dominguez,Corporate,United States,Indianapolis,Indiana,Central,Office Supplies,Storage,SAFCO Boltless Steel Shelving,909.12,8,0.0,9.0912
US-2013-150567,2013-05-18,2013-05-22,Standard Class,Roy Phan,Corporate,United States,Apopka,Florida,South,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,2.952,2,0.7,-2.1648
US-2013-150567,2013-05-18,2013-05-22,Standard Class,Roy Phan,Corporate,United States,Apopka,Florida,South,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",27.018,6,0.7,-21.6144
CA-2012-157959,2012-02-03,2012-02-04,First Class,Rick Wilson,Corporate,United States,Los Angeles,California,West,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,136.92,4,0.0,41.076
CA-2014-105886,2014-12-19,2014-12-24,Standard Class,Duane Benoit,Consumer,United States,Oceanside,New York,East,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",18.96,2,0.0,8.532
CA-2013-105963,2013-11-16,2013-11-23,Standard Class,Stewart Carmichael,Corporate,United States,Los Angeles,California,West,Technology,Accessories,Imation�16GB Mini TravelDrive USB 2.0�Flash Drive,99.39,3,0.0,40.7499
CA-2014-121503,2014-07-04,2014-07-07,Second Class,Frank Hawley,Corporate,United States,Houston,Texas,Central,Office Supplies,Paper,Xerox 1891,273.896,7,0.2,92.4399
CA-2014-121503,2014-07-04,2014-07-07,Second Class,Frank Hawley,Corporate,United States,Houston,Texas,Central,Technology,Machines,Hewlett-Packard Deskjet 5550 Printer,597.132,3,0.4,49.761
CA-2011-103366,2011-01-16,2011-01-18,First Class,Erica Hackney,Consumer,United States,Roswell,Georgia,South,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,149.95,5,0.0,65.978
CA-2014-124597,2014-05-01,2014-05-06,Standard Class,Ann Steele,Home Office,United States,Boynton Beach,Florida,South,Office Supplies,Labels,Avery 474,4.608,2,0.2,1.6704
CA-2014-124597,2014-05-01,2014-05-06,Standard Class,Ann Steele,Home Office,United States,Boynton Beach,Florida,South,Office Supplies,Art,Staples,15.528,3,0.2,4.8525
CA-2014-124597,2014-05-01,2014-05-06,Standard Class,Ann Steele,Home Office,United States,Boynton Beach,Florida,South,Office Supplies,Labels,Avery 499,11.952,3,0.2,3.8844
